7.1073E+04,5.1487E-02,3.3359E-01
6.3426E+04,5.1995E-02,2.9654E-01
5.6603E+04,5.1924E-02,2.6629E-01
5.0513E+04,5.252E-02,2.3624E-01
4.5079E+04,5.2788E-02,2.0954E-01
4.0229E+04,5.3064E-02,1.8552E-01
3.5901E+04,5.333E-02,1.646E-01
3.2039E+04,5.3445E-02,1.4591E-01
2.8592E+04,5.3296E-02,1.2907E-01
2.5516E+04,5.3789E-02,1.143E-01
2.2771E+04,5.4218E-02,1.0105E-01
2.0321E+04,5.4774E-02,8.9102E-02
1.8135E+04,5.5291E-02,7.8371E-02
1.6184E+04,5.5832E-02,6.8773E-02
1.4443E+04,5.6343E-02,6.0034E-02
1.2889E+04,5.6917E-02,5.2355E-02
1.1502E+04,5.7531E-02,4.5452E-02
1.0265E+04,5.8183E-02,3.9236E-02
9.1604E+03,5.8862E-02,3.3634E-02
8.1749E+03,5.9577E-02,2.8596E-02
7.2954E+03,6.0331E-02,2.3968E-02
6.5105E+03,6.1084E-02,1.9931E-02
5.8101E+03,6.1887E-02,1.6283E-02
5.185E+03,6.2728E-02,1.2978E-02
4.6272E+03,6.359E-02,9.9752E-03
4.1294E+03,6.4487E-02,7.2596E-03
3.6851E+03,6.5425E-02,4.7613E-03
3.2887E+03,6.638E-02,2.5424E-03
2.9348E+03,6.7351E-02,5.1931E-04
2.6191E+03,6.8346E-02,-1.2992E-03
2.3373E+03,6.9367E-02,-2.9555E-03
2.0859E+03,7.04E-02,-4.4595E-03
1.8615E+03,7.1467E-02,-5.864E-03
1.6612E+03,7.2543E-02,-7.108E-03
1.4825E+03,7.3628E-02,-8.2676E-03
1.323E+03,7.4727E-02,-9.3309E-03
1.1807E+03,7.5832E-02,-1.0315E-02
1.0536E+03,7.6958E-02,-1.1219E-02
9.4028E+02,7.8105E-02,-1.2085E-02
8.3912E+02,7.926E-02,-1.2897E-02
7.4885E+02,8.0438E-02,-1.3666E-02
6.6828E+02,8.1618E-02,-1.4402E-02
5.9639E+02,8.2792E-02,-1.5141E-02
5.3222E+02,8.4005E-02,-1.5839E-02
4.7496E+02,8.5275E-02,-1.653E-02
4.2387E+02,8.6522E-02,-1.7211E-02
3.7826E+02,8.7794E-02,-1.7897E-02
3.3757E+02,8.9078E-02,-1.8614E-02
3.0125E+02,9.0403E-02,-1.9341E-02
2.6884E+02,9.1751E-02,-2.0067E-02
2.3992E+02,9.3159E-02,-2.0809E-02
2.1411E+02,9.4556E-02,-2.1595E-02
1.9107E+02,9.6032E-02,-2.2437E-02
1.7052E+02,9.7572E-02,-2.3289E-02
1.5217E+02,9.9133E-02,-2.4184E-02
1.358E+02,1.0074E-01,-2.5099E-02
1.2119E+02,1.0246E-01,-2.609E-02
1.0815E+02,1.0423E-01,-2.7113E-02
9.6517E+01,1.0608E-01,-2.8149E-02
8.6133E+01,1.0795E-01,-2.9217E-02
7.6867E+01,1.0997E-01,-3.0391E-02
6.8597E+01,1.12E-01,-3.1526E-02
6.1137E+01,1.1423E-01,-3.2802E-02
5.4489E+01,1.1636E-01,-3.3933E-02
4.8563E+01,1.1874E-01,-3.5268E-02
4.3282E+01,1.212E-01,-3.662E-02
3.8575E+01,1.2372E-01,-3.7956E-02
3.438E+01,1.263E-01,-3.9348E-02
3.0641E+01,1.2892E-01,-4.0778E-02
2.7309E+01,1.3167E-01,-4.2227E-02
2.4339E+01,1.3448E-01,-4.379E-02
2.1692E+01,1.3732E-01,-4.539E-02
1.9333E+01,1.4028E-01,-4.7145E-02
1.7231E+01,1.4336E-01,-4.8975E-02
1.5357E+01,1.4632E-01,-5.0963E-02
1.3687E+01,1.4953E-01,-5.312E-02
1.2199E+01,1.529E-01,-5.5534E-02
1.0872E+01,1.5651E-01,-5.8016E-02
9.6896E+00,1.6016E-01,-6.0849E-02
8.6359E+00,1.6422E-01,-6.3859E-02
7.6967E+00,1.6864E-01,-6.6907E-02
6.8597E+00,1.7331E-01,-7.0364E-02
6.1137E+00,1.7881E-01,-7.3692E-02
5.4489E+00,1.8461E-01,-7.7554E-02
4.8563E+00,1.9113E-01,-8.104E-02
4.3282E+00,1.9778E-01,-8.4279E-02
3.8575E+00,2.0511E-01,-8.7295E-02
3.438E+00,2.1336E-01,-9.017E-02
3.0641E+00,2.2186E-01,-9.2734E-02
2.7309E+00,2.3087E-01,-9.4601E-02
2.4339E+00,2.3998E-01,-9.5758E-02
2.1692E+00,2.4968E-01,-9.6272E-02
1.9333E+00,2.5897E-01,-9.6071E-02
1.7667E+00,2.6472E-01,-9.7036E-02
1.6E+00,2.7418E-01,-9.417E-02
1.4333E+00,2.8481E-01,-8.8789E-02
1.2667E+00,2.9305E-01,-8.8589E-02
1.1E+00,3.061E-01,-7.8712E-02
9.6667E-01,3.0623E-01,-8.7322E-02
8.6667E-01,3.162E-01,-7.8496E-02
7.6667E-01,3.2104E-01,-7.7618E-02
6.6667E-01,3.2824E-01,-7.1395E-02
5.6667E-01,3.3657E-01,-6.569E-02
4.6667E-01,3.4414E-01,-5.9323E-02
4E-01,3.4767E-01,-5.7713E-02
3.3333E-01,3.5505E-01,-4.5123E-02
2.6667E-01,3.6092E-01,-4.1449E-02
2E-01,3.6825E-01,-3.6519E-02
1.6667E-01,3.7174E-01,-2.9256E-02
1.3333E-01,3.7518E-01,-3.0907E-02
1E-01,3.8157E-01,-1.6858E-02
